name,nirtogen,phosphorus,potassium,calcium,magnesium,sulfur,copper,chlorine,boron,iron,zinc,maganese,molybdenum ,oxygen,carbondioxide,ph_min,ph_max,EC_min,EC_max,temp,humidity,light,growth_stage,type
white button mushrooms,105.00,75.00,90.00,75.00,60.00,60.00,1.50,1.80,1.50,15.00,12.00,12.00,0.25,7.00,660.00,6.00,6.50,0.9,1.3,27.00,56.00,330.00,flowering,mushrooms
witch hazel,60.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,1,1.5,22.00,67.00,220.00,seedling,multipurpose
witch hazel,60.00,30.00,50.00,40.00,30.00,25.00,0.50,0.60,0.50,6.00,5.00,3.00,0.08,5.00,460.00,6.00,6.50,1.4,1.9,22.00,67.00,220.00,harvesting,multipurpose
witch hazel,120.00,60.00,100.00,80.00,60.00,50.00,1.00,1.20,1.00,12.00,10.00,6.00,0.15,6.00,560.00,6.00,6.50,1,1.5,24.00,62.00,270.00,vegetative,multipurpose
witch hazel,180.00,90.00,150.00,120.00,90.00,75.00,1.50,1.80,1.50,18.00,15.00,9.00,0.23,7.00,660.00,6.00,6.50,1.3,1.8,26.00,57.00,320.00,flowering,multipurpose
yellow bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,0.7,1.1,25.00,65.00,300.00,seedling,fruitables
yellow bell peppers,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,0.8,1.3,25.00,65.00,300.00,harvesting,fruitables
yellow bell peppers,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1.2,1.7,28.00,60.00,350.00,vegetative,fruitables
yellow bell peppers,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,0.7,1.1,30.00,55.00,400.00,flowering,fruitables
yellow cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,0.8,1.3,25.00,65.00,300.00,seedling,fruitables
yellow cherry tomatoes,100.00,50.00,120.00,60.00,30.00,15.00,0.80,1.20,0.80,6.00,3.00,3.00,0.15,6.00,600.00,5.80,6.50,1.2,1.7,25.00,65.00,300.00,harvesting,fruitables
yellow cherry tomatoes,300.00,150.00,360.00,180.00,90.00,45.00,2.40,3.60,2.40,18.00,9.00,9.00,0.45,6.00,1200.00,5.80,6.50,1,1.5,28.00,60.00,350.00,vegetative,fruitables
yellow cherry tomatoes,500.00,250.00,600.00,300.00,150.00,75.00,4.00,6.00,4.00,30.00,15.00,15.00,0.60,6.00,1800.00,5.80,6.50,1.6,2.1,30.00,55.00,400.00,flowering,fruitables
yellow squash,150.00,80.00,170.00,90.00,45.00,30.00,2.00,2.50,2.00,15.00,10.00,12.00,0.30,7.00,680.00,5.00,6.40,1.5,2,30.00,75.00,370.00,seedling,curcurbits
yellow squash,150.00,90.00,170.00,100.00,50.00,35.00,2.50,3.00,2.50,20.00,15.00,17.00,0.35,7.00,690.00,4.80,6.20,1.5,2,32.00,80.00,390.00,harvesting,curcurbits
yellow squash,350.00,200.00,400.00,220.00,120.00,65.00,4.00,5.00,4.00,40.00,25.00,27.00,0.80,7.00,1240.00,4.70,6.60,2,2.5,35.00,65.00,400.00,vegetative,curcurbits
yellow squash,540.00,320.00,610.00,340.00,190.00,100.00,6.00,7.00,6.00,60.00,40.00,45.00,1.20,7.00,1890.00,4.20,6.80,2.5,3,38.00,60.00,470.00,flowering,curcurbits
zucchini,140.00,70.00,160.00,80.00,40.00,25.00,1.50,2.00,1.50,12.00,7.00,8.00,0.25,7.00,670.00,5.30,6.20,1.5,2,28.00,70.00,350.00,seedling,curcurbits
zucchini,140.00,80.00,160.00,90.00,45.00,30.00,2.00,2.50,2.00,15.00,10.00,12.00,0.30,7.00,680.00,5.00,6.40,1.5,2,30.00,75.00,370.00,harvesting,curcurbits
zucchini,340.00,190.00,390.00,220.00,120.00,65.00,3.50,4.50,3.50,35.00,25.00,27.00,0.70,7.00,1230.00,4.80,6.70,2,2.5,33.00,63.00,390.00,vegetative,curcurbits
zucchini,530.00,310.00,590.00,330.00,180.00,95.00,5.50,6.50,5.50,55.00,35.00,40.00,1.10,7.00,1880.00,4.30,6.90,2.5,3,36.00,57.00,460.00,flowering,curcurbits
